"Id","Holiday Name","Day","Type","Comments","Holiday Date","State","Country"
1290,Wesak Day,Monday,National Holiday,Birth of Buddha,2025-05-12,Labuan,Malaysia
1291,Pesta Kaamatan,Friday,Regional Holiday,Sabah and Labuan only,2025-05-30,Labuan,Malaysia
1292,Pesta Kaamatan,Saturday,Regional Holiday,Sabah and Labuan only,2025-05-31,Labuan,Malaysia
1293,Birthday of SPB Yang di Pertuan Agong,Monday,National Holiday,"1st Monday in June",2025-06-02,Labuan,Malaysia
1294,Hari Raya Haji,Saturday,National Holiday,Festival of Sacrifice,2025-06-07,Labuan,Malaysia
1295,Father's Day,Sunday,Not A Public Holiday,"3rd Sunday in June. Not a public holiday",2025-06-15,Labuan,Malaysia
1296,Awal Muharram,Friday,National Holiday,Hijri New Year,2025-06-27,Labuan,Malaysia
1297,National Day,Sunday,National Holiday,Independence Day,2025-08-31,Labuan,Malaysia
1298,Maulidur Rasul,Friday,National Holiday,Birthday of Prophet Muhammad,2025-09-05,Labuan,Malaysia
1299,Malaysia Day,Tuesday,National Holiday,Became a Federal Holiday in 2010,2025-09-16,Labuan,Malaysia
1300,Deepavali,Monday,Regional Holiday,The festival of lights. Except Sarawak,2025-10-20,Labuan,Malaysia
1301,Christmas Day,Thursday,National Holiday,"",2025-12-25,Labuan,Malaysia
1302,New Year's Day,Wednesday,Regional Holiday,Most states,2025-01-01,Melaka,Malaysia
1303,Chinese New Year,Wednesday,National Holiday,"1st day of 1st lunar month",2025-01-29,Melaka,Malaysia
1304,Chinese New Year Holiday,Thursday,Regional Holiday,Except Kelantan,2025-01-30,Melaka,Malaysia
1305,Malaysian Declaration of Independence Day,Thursday,Regional Holiday,Melaka,2025-02-20,Melaka,Malaysia
1306,Hari Raya Aidilfitri,Monday,National Holiday,End of Ramadan,2025-03-31,Melaka,Malaysia
1307,Hari Raya Aidilfitri Holiday,Tuesday,National Holiday,Second day of holiday for Eid Al-Fitr,2025-04-01,Melaka,Malaysia
1308,Hari Raya Aidilfitri Holiday,Wednesday,Regional Holiday,Melaka,2025-04-02,Melaka,Malaysia
1309,Labour Day,Thursday,National Holiday,International Workers' Day,2025-05-01,Melaka,Malaysia
1310,Mother's Day,Sunday,Not A Public Holiday,"2nd Sunday in May. Not a public holiday",2025-05-11,Melaka,Malaysia
1311,Wesak Day,Monday,National Holiday,Birth of Buddha,2025-05-12,Melaka,Malaysia
1312,Birthday of SPB Yang di Pertuan Agong,Monday,National Holiday,"1st Monday in June",2025-06-02,Melaka,Malaysia
1313,Hari Raya Haji,Saturday,National Holiday,Festival of Sacrifice,2025-06-07,Melaka,Malaysia
1314,Father's Day,Sunday,Not A Public Holiday,"3rd Sunday in June. Not a public holiday",2025-06-15,Melaka,Malaysia
1315,Awal Muharram,Friday,National Holiday,Hijri New Year,2025-06-27,Melaka,Malaysia
1316,Melaka Governor's Birthday,Sunday,Regional Holiday,Melaka,2025-08-24,Melaka,Malaysia
1317,National Day,Sunday,National Holiday,Independence Day,2025-08-31,Melaka,Malaysia
1318,Maulidur Rasul,Friday,National Holiday,Birthday of Prophet Muhammad,2025-09-05,Melaka,Malaysia
1319,Malaysia Day,Tuesday,National Holiday,Became a Federal Holiday in 2010,2025-09-16,Melaka,Malaysia
1320,Deepavali,Monday,Regional Holiday,The festival of lights. Except Sarawak,2025-10-20,Melaka,Malaysia
1321,Christmas Day,Thursday,National Holiday,"",2025-12-25,Melaka,Malaysia
1322,New Year's Day,Wednesday,Regional Holiday,Most states,2025-01-01,Negeri Sembilan,Malaysia
1323,Birthday of the Sultan of Negeri Sembilan,Tuesday,Regional Holiday,Negeri Sembilan only,2025-01-14,Negeri Sembilan,Malaysia
1324,Isra and Miraj,Monday,Regional Holiday,"Kedah, Perlis and Negeri Sembilan",2025-01-27,Negeri Sembilan,Malaysia
1325,Chinese New Year,Wednesday,National Holiday,"1st day of 1st lunar month",2025-01-29,Negeri Sembilan,Malaysia
1326,Chinese New Year Holiday,Thursday,Regional Holiday,Except Kelantan,2025-01-30,Negeri Sembilan,Malaysia
1327,Thaipusam,Tuesday,Regional Holiday,Several states,2025-02-11,Negeri Sembilan,Malaysia
1328,Hari Raya Aidilfitri,Monday,National Holiday,End of Ramadan,2025-03-31,Negeri Sembilan,Malaysia
1329,Hari Raya Aidilfitri Holiday,Tuesday,National Holiday,Second day of holiday for Eid Al-Fitr,2025-04-01,Negeri Sembilan,Malaysia
1330,Labour Day,Thursday,National Holiday,International Workers' Day,2025-05-01,Negeri Sembilan,Malaysia
1331,Mother's Day,Sunday,Not A Public Holiday,"2nd Sunday in May. Not a public holiday",2025-05-11,Negeri Sembilan,Malaysia
1332,Wesak Day,Monday,National Holiday,Birth of Buddha,2025-05-12,Negeri Sembilan,Malaysia
1333,Birthday of SPB Yang di Pertuan Agong,Monday,National Holiday,"1st Monday in June",2025-06-02,Negeri Sembilan,Malaysia
1334,Hari Raya Haji,Saturday,National Holiday,Festival of Sacrifice,2025-06-07,Negeri Sembilan,Malaysia
1335,Father's Day,Sunday,Not A Public Holiday,"3rd Sunday in June. Not a public holiday",2025-06-15,Negeri Sembilan,Malaysia
1336,Awal Muharram,Friday,National Holiday,Hijri New Year,2025-06-27,Negeri Sembilan,Malaysia
1337,National Day,Sunday,National Holiday,Independence Day,2025-08-31,Negeri Sembilan,Malaysia
1338,Maulidur Rasul,Friday,National Holiday,Birthday of Prophet Muhammad,2025-09-05,Negeri Sembilan,Malaysia
1339,Malaysia Day,Tuesday,National Holiday,Became a Federal Holiday in 2010,2025-09-16,Negeri Sembilan,Malaysia
1340,Deepavali,Monday,Regional Holiday,The festival of lights. Except Sarawak,2025-10-20,Negeri Sembilan,Malaysia
1341,Christmas Day,Thursday,National Holiday,"",2025-12-25,Negeri Sembilan,Malaysia
1342,New Year's Day,Wednesday,Regional Holiday,Most states,2025-01-01,Pahang,Malaysia
1343,Chinese New Year,Wednesday,National Holiday,"1st day of 1st lunar month",2025-01-29,Pahang,Malaysia
1344,Chinese New Year Holiday,Thursday,Regional Holiday,Except Kelantan,2025-01-30,Pahang,Malaysia
1345,Nuzul Al-Quran Day,Tuesday,Regional Holiday,"All regions except Johor, Kedah, Malacca, Sabah, Sarawak",2025-03-18,Pahang,Malaysia
1346,Hari Raya Aidilfitri,Monday,National Holiday,End of Ramadan,2025-03-31,Pahang,Malaysia
1347,Hari Raya Aidilfitri Holiday,Tuesday,National Holiday,Second day of holiday for Eid Al-Fitr,2025-04-01,Pahang,Malaysia
1348,Labour Day,Thursday,National Holiday,International Workers' Day,2025-05-01,Pahang,Malaysia
1349,Mother's Day,Sunday,Not A Public Holiday,"2nd Sunday in May. Not a public holiday",2025-05-11,Pahang,Malaysia
1350,Wesak Day,Monday,National Holiday,Birth of Buddha,2025-05-12,Pahang,Malaysia
1351,The Sultan of Pahang Hol,Thursday,Regional Holiday,Pahang,2025-05-22,Pahang,Malaysia
1352,Birthday of SPB Yang di Pertuan Agong,Monday,National Holiday,"1st Monday in June",2025-06-02,Pahang,Malaysia
1353,Hari Raya Haji,Saturday,National Holiday,Festival of Sacrifice,2025-06-07,Pahang,Malaysia
1354,Father's Day,Sunday,Not A Public Holiday,"3rd Sunday in June. Not a public holiday",2025-06-15,Pahang,Malaysia
1355,Awal Muharram,Friday,National Holiday,Hijri New Year,2025-06-27,Pahang,Malaysia
1356,Birthday of the Sultan of Pahang,Wednesday,Regional Holiday,Pahang only,2025-07-30,Pahang,Malaysia
1357,National Day,Sunday,National Holiday,Independence Day,2025-08-31,Pahang,Malaysia
1358,Maulidur Rasul,Friday,National Holiday,Birthday of Prophet Muhammad,2025-09-05,Pahang,Malaysia
1359,Malaysia Day,Tuesday,National Holiday,Became a Federal Holiday in 2010,2025-09-16,Pahang,Malaysia
1360,Deepavali,Monday,Regional Holiday,The festival of lights. Except Sarawak,2025-10-20,Pahang,Malaysia
1361,Christmas Day,Thursday,National Holiday,"",2025-12-25,Pahang,Malaysia
1362,New Year's Day,Wednesday,Regional Holiday,Most states,2025-01-01,Putrajaya,Malaysia
1363,Chinese New Year,Wednesday,National Holiday,"1st day of 1st lunar month",2025-01-29,Putrajaya,Malaysia
1364,Chinese New Year,Thursday,Regional Holiday,Except Kelantan,2025-01-30,Putrajaya,Malaysia
1365,Federal Territory Day,Saturday,Regional Holiday,"Kuala Lumpur, Labuan, Putrajaya",2025-02-01,Putrajaya,Malaysia
1366,Thaipusam,Tuesday,Regional Holiday,Several states,2025-02-11,Putrajaya,Malaysia
1367,Nuzul Al-Quran Day,Tuesday,Regional Holiday,"All regions except Johor, Kedah, Malacca, Sabah, Sarawak",2025-03-18,Putrajaya,Malaysia
1368,Hari Raya Aidilfitri,Monday,National Holiday,End of Ramadan,2025-03-31,Putrajaya,Malaysia
1369,Hari Raya Aidilfitri Holiday,Tuesday,National Holiday,Second day of holiday for Eid Al-Fitr,2025-04-01,Putrajaya,Malaysia
1370,Labour Day,Thursday,National Holiday,International Workers' Day,2025-05-01,Putrajaya,Malaysia
1371,Mother's Day,Sunday,Not A Public Holiday,"2nd Sunday in May. Not a public holiday",2025-05-11,Putrajaya,Malaysia
1372,Wesak Day,Monday,National Holiday,Birth of Buddha,2025-05-12,Putrajaya,Malaysia
1373,Birthday of SPB Yang di Pertuan Agong,Monday,National Holiday,"1st Monday in June",2025-06-02,Putrajaya,Malaysia
1374,Hari Raya Haji,Saturday,National Holiday,Festival of Sacrifice,2025-06-07,Putrajaya,Malaysia
1375,Father's Day,Sunday,Not A Public Holiday,"3rd Sunday in June. Not a public holiday",2025-06-15,Putrajaya,Malaysia
1376,Awal Muharram,Friday,National Holiday,Hijri New Year,2025-06-27,Putrajaya,Malaysia
1377,National Day,Sunday,National Holiday,Independence Day,2025-08-31,Putrajaya,Malaysia
1378,Maulidur Rasul,Friday,National Holiday,Birthday of Prophet Muhammad,2025-09-05,Putrajaya,Malaysia
1379,Malaysia Day,Tuesday,National Holiday,Became a Federal Holiday in 2010,2025-09-16,Putrajaya,Malaysia
1380,Deepavali,Monday,Regional Holiday,The festival of lights. Except Sarawak,2025-10-20,Putrajaya,Malaysia
1381,Christmas Day,Thursday,National Holiday,"",2025-12-25,Putrajaya,Malaysia
1382,New Year's Day,Wednesday,Regional Holiday,"",2025-01-01,Perlis,Malaysia
1383,Isra and Miraj,Monday,Regional Holiday,"Kedah, Perlis and Negeri Sembilan",2025-01-27,Perlis,Malaysia
1384,Chinese New Year,Wednesday,National Holiday,"1st day of 1st lunar month",2025-01-29,Perlis,Malaysia
1385,Chinese New Year,Thursday,Regional Holiday,Except Kelantan,2025-01-30,Perlis,Malaysia
1386,Nuzul Al-Quran Day,Tuesday,Regional Holiday,"All regions except Johor, Kedah, Malacca, Sabah, Sarawak",2025-03-18,Perlis,Malaysia
1387,Hari Raya Aidilfitri,Monday,National Holiday,End of Ramadan,2025-03-31,Perlis,Malaysia
1388,Hari Raya Aidilfitri Holiday,Tuesday,National Holiday,Second day of holiday for Eid Al-Fitr,2025-04-01,Perlis,Malaysia
1389,Labour Day,Thursday,National Holiday,International Workers' Day,2025-05-01,Perlis,Malaysia
